identifier,incident,start date,end date,number of deaths,state,start_month,end_month
IBD028634,Farmers Vs Herders,2023-12-18,2023-12-18,1,Kano,12,12
IBD028624,Police Vs Bank Robbers,2023-12-18,2023-12-18,2,Benue,12,12
IBD028647,Mob Vs Man,2023-12-18,2023-12-18,1,Ogun,12,12
IBD028616,Cult Clash,2023-12-18,2023-12-18,1,Ogun,12,12
IBD028623,Inferno,2023-12-18,2023-12-18,2,Oyo,12,12
IBD028626,Police Vs Hoodlums,2023-12-17,2023-12-17,2,Delta,12,12
IBD028629,Police Kill Colleague,2023-12-17,2023-12-17,1,Rivers,12,12
IBD028628,Bandits Vs Ansaru Militants,2023-12-17,2023-12-17,35,Kaduna,12,12
IBD028738,Park Official Kills Preacher,2023-12-17,2023-12-17,1,Ogun,12,12
IBD028622,Auto Crash,2023-12-17,2023-12-17,2,Ogun,12,12
IBD028615,Auto Crash,2023-12-17,2023-12-17,2,Ogun,12,12
IBD028621,Landlord Vs Student,2023-12-16,2023-12-16,1,Delta,12,12
IBD028612,Auto Crash,2023-12-16,2023-12-16,3,Ogun,12,12
IBD028643,Boko Haram Attack,2023-12-16,2023-12-16,1,Yobe,12,12
IBD028619,Police Vs Hoodlums,2023-12-16,2023-12-16,2,Rivers,12,12
IBD028618,Banditry,2023-12-16,2023-12-16,4,Zamfara,12,12
IBD028614,Banditry,2023-12-16,2023-12-16,4,Katsina,12,12
IBD028653,Vigilantes Vs Herders,2023-12-16,2023-12-20,3,Abuja,12,12
IBD028644,Auto Crash,2023-12-15,2023-12-15,1,Enugu,12,12
IBD031332,Kidnap Victim,2023-12-15,2023-12-15,1,Rivers,12,12
IBD028652,Banditry,2023-12-15,2023-12-15,1,Plateau,12,12
IBD028929,Auto Crashes,2023-12-15,2024-01-15,3,Delta,12,1
IBD029617,Domestic Violence,2023-12-15,2023-12-15,1,Adamawa,12,12
IBD028633,Assailants Vs Businessman,2023-12-15,2023-12-15,1,Ogun,12,12
IBD028610,Army Vs Bandits,2023-12-14,2023-12-14,3,Sokoto,12,12
IBD028640,Police Vs Kidnappers,2023-12-14,2023-12-14,2,Rivers,12,12
IBD028625,Police Vs Kidnappers,2023-12-14,2023-12-15,2,Katsina,12,12
IBD028627,Domestic Violence,2023-12-14,2023-12-14,1,Lagos,12,12
IBD028608,Inferno,2023-12-13,2023-12-13,2,Zamfara,12,12
IBD028601,Auto Crash,2023-12-13,2023-12-13,6,Zamfara,12,12
IBD028600,Water Tank Collapse,2023-12-13,2023-12-13,2,Ondo,12,12
IBD028603,Inferno,2023-12-13,2023-12-13,1,Enugu,12,12
IBD028649,Domestic Violence,2023-12-13,2023-12-13,1,Lagos,12,12
IBD028589,Auto Crash,2023-12-12,2023-12-12,10,Ogun,12,12
IBD028594,Boat Mishap,2023-12-12,2023-12-12,2,Adamawa,12,12
IBD028595,Found Dead,2023-12-12,2023-12-12,1,Ondo,12,12
IBD028593,Auto Crash,2023-12-12,2023-12-12,1,Osun,12,12
IBD028604,Robbery Attack,2023-12-12,2023-12-12,3,Ekiti,12,12
IBD028602,Electrocution,2023-12-11,2023-12-11,1,Ogun,12,12
IBD028596,Generator Fume,2023-12-11,2023-12-11,2,Delta,12,12
IBD028607,Kidnappers Kill 1,2023-12-11,2023-12-11,1,Ogun,12,12
IBD028581,Gunmen Attack,2023-12-11,2023-12-11,8,Anambra,12,12
IBD028590,Gunmen Vs Soldiers,2023-12-11,2023-12-11,6,Rivers,12,12
IBD028599,Soldiers Vs Bouncer Bonny,2023-12-11,2023-12-11,1,Unknown,12,12
IBD028591,Security Operatives Vs Gunmen,2023-12-11,2023-12-11,1,Anambra,12,12
IBD028587,Auto Crash,2023-12-10,2023-12-10,1,Anambra,12,12
IBD028592,Naf Vs Bandit Leader,2023-12-10,2023-12-10,1,Niger,12,12
IBD028578,Naf Vs Bandits,2023-12-10,2023-12-10,40,Niger,12,12
IBD028582,Gunmen Vs Guard,2023-12-10,2023-12-10,1,Abuja,12,12
IBD028576,Auto Crash,2023-12-10,2023-12-10,17,Kaduna,12,12
IBD028585,Auto Crash,2023-12-10,2023-12-10,3,Delta,12,12
IBD028524,Domestic Violence,2023-12-10,2023-12-10,1,Adamawa,12,12
IBD028597,Gunmen Vs Monarchs Aide,2023-12-10,2023-12-10,6,Cross River,12,12
IBD028584,Fulani Herdsmen,2023-12-10,2023-12-10,4,Plateau,12,12
IBD028533,Tanker Explosion,2023-12-09,2023-12-09,6,Nasarawa,12,12
IBD028605,Police Vs Kidnappers,2023-12-09,2023-12-09,1,Delta,12,12
IBD028579,Kidnappers Kill Vigilante,2023-12-09,2023-12-09,1,Bauchi,12,12
IBD028575,Ritual Killing,2023-12-09,2023-12-09,1,Ondo,12,12
IBD028583,Driver Vs Baker,2023-12-08,2023-12-08,1,Lagos,12,12
IBD028572,Auto Crash,2023-12-08,2023-12-08,1,Ogun,12,12
IBD028586,Man Vs Friend,2023-12-08,2023-12-08,1,Lagos,12,12
IBD028566,Security Operative Vs Graduate,2023-12-07,2023-12-07,3,Anambra,12,12
IBD028574,Miners,2023-12-07,2023-12-07,3,Zamfara,12,12
IBD028620,Boy Die In Elevator,2023-12-06,2023-12-06,1,Lagos,12,12
IBD028547,Auto Crash,2023-12-05,2023-12-05,1,Kogi,12,12
IBD028553,Auto Crash,2023-12-05,2023-12-05,1,Lagos,12,12
IBD028554,Drown,2023-12-05,2023-12-05,1,Edo,12,12
IBD028577,Man Kills Mother,2023-12-04,2023-12-04,2,Enugu,12,12
IBD028556,Youths Vs Barber,2023-12-04,2023-12-04,1,Delta,12,12
IBD028548,Cultists Attack,2023-12-04,2023-12-04,3,Rivers,12,12
IBD028745,Cultism,2023-12-04,2023-12-04,1,Rivers,12,12
IBD028539,Inferno,2023-12-04,2023-12-04,1,Lagos,12,12
IBD028546,Soldiers Vs Bandits,2023-12-04,2023-12-04,3,Kaduna,12,12
IBD028675,Man Vs Woman,2023-12-04,2023-12-04,1,Abia,12,12
IBD028544,Auto Crash,2023-12-04,2023-12-04,4,Lagos,12,12
IBD028588,Auto Crash,2023-12-04,2023-12-04,1,Lagos,12,12
IBD028930,Domestic Violence,2023-12-04,2023-12-04,1,Abia,12,12
IBD028552,Police Vs Gunmen,2023-12-04,2023-12-04,1,Imo,12,12
IBD028542,Army Bombs Villagers,2023-12-03,2023-12-04,127,Kaduna,12,12
IBD028549,Bandits Kill Driver,2023-12-03,2023-12-03,1,Niger,12,12
IBD028550,Gunmen Attack,2023-12-03,2023-12-03,33,Taraba,12,12
IBD028545,Police Vs Kidnappers,2023-12-03,2023-12-03,2,Adamawa,12,12
IBD028538,Cult Killing,2023-12-03,2023-12-03,1,Rivers,12,12
IBD028528,Piracy Offshore,2023-12-02,2023-12-02,1,Bayelsa,12,12
IBD028567,Bandits Vs Soldier,2023-12-02,2023-12-02,1,Kaduna,12,12
IBD028562,Footballer Slumped,2023-12-02,2023-12-02,1,Ogun,12,12
IBD028557,Auto Crash,2023-12-02,2023-12-02,1,Ogun,12,12
IBD028529,Man Vs Neighbour,2023-12-02,2023-12-02,1,Edo,12,12
IBD028532,Suspect Kills Policeman Worshipper,2023-12-02,2023-12-02,3,Delta,12,12
IBD028530,Kidnappers Vs Boy,2023-12-02,2023-12-02,1,Abuja,12,12
IBD028536,Petrol Tanker,2023-12-02,2023-12-02,1,Lagos,12,12
IBD028531,Auto Crash,2023-12-02,2023-12-02,5,Akwa Ibom,12,12
IBD028534,Herdsmen Attack,2023-12-02,2023-12-02,11,Benue,12,12
IBD028551,Yam Farmer,2023-12-02,2023-12-02,1,Kwara,12,12
IBD028561,Robbers Raid Hostel,2023-12-02,2023-12-02,1,Ogun,12,12
IBD028537,Banditry,2023-12-02,2023-12-02,3,Sokoto,12,12
IBD028540,Robbers Kill Student,2023-12-02,2023-12-02,1,Bauchi,12,12
IBD028558,Auto Crash,2023-12-02,2023-12-02,1,Ogun,12,12
IBD028570,Ritual Killings,2023-12-01,2023-12-10,10,Bayelsa,12,12
IBD028606,Auto Crash,2023-12-01,2023-12-01,1,Ebonyi,12,12
IBD028535,Banditry,2023-12-01,2023-12-01,5,Sokoto,12,12
IBD028564,Pastor Vs Newborn,2023-12-01,2023-12-01,1,Ondo,12,12
IBD028522,Wheelbarrow Pusher Vs Revenue Collector,2023-12-01,2023-12-01,1,Edo,12,12
IBD028523,Vigilantes Vs Bandit,2023-12-01,2023-12-01,1,Kebbi,12,12
IBD028563,Assailants Vs Lady,2023-12-01,2023-11-01,1,Lagos,12,11
IBD028526,Auto Crash,2023-12-01,2023-12-01,3,Oyo,12,12
IBD028516,Herdsmen Attack,2023-11-30,2023-11-30,7,Plateau,11,11
IBD028520,Auto Crash,2023-11-30,2023-11-30,1,Ogun,11,11
IBD028543,Sorcery,2023-11-30,2023-11-30,1,Nasarawa,11,11
IBD028521,Gunmen Vs Businessman,2023-11-30,2023-11-30,1,Imo,11,11
IBD028512,Police Vs Teenager,2023-11-29,2023-11-29,1,Kano,11,11
IBD028517,Pastor Kills Wife,2023-11-29,2023-11-29,1,Ekiti,11,11
IBD028511,Accountant Kill By Robbers,2023-11-29,2023-11-29,1,Ogun,11,11
IBD028518,Police Vs Kidnapper,2023-11-29,2023-11-29,1,Bauchi,11,11
IBD028519,Boko Haram,2023-11-29,2023-11-29,4,Borno,11,11
IBD028514,Auto Crash,2023-11-29,2023-11-29,1,Ogun,11,11
IBD028573,Man Vs Guard,2023-11-28,2023-11-28,1,Abuja,11,11
IBD028507,Police Vs Gunmen,2023-11-28,2023-11-28,4,Anambra,11,11
IBD028513,Herdsmen Kill Farmers,2023-11-28,2023-11-28,2,Taraba,11,11
IBD028510,Auto Crash,2023-11-28,2023-11-28,25,Kwara,11,11
IBD028515,Bandits Vs Hunters,2023-11-28,2023-11-28,39,Taraba,11,11
IBD028506,Police Vs Gunmen,2023-11-28,2023-11-28,3,Delta,11,11
IBD028502,Corpse Found,2023-11-27,2023-11-27,1,Kwara,11,11
IBD028501,Cult Killing,2023-11-27,2023-11-27,2,Lagos,11,11
IBD028505,Gunmen Vs Mechanic,2023-11-27,2023-11-27,1,Nasarawa,11,11
IBD028503,Auto Crash,2023-11-27,2023-11-27,11,Kebbi,11,11
IBD028496,Construction Worker,2023-11-27,2023-11-27,1,Lagos,11,11
IBD028494,Gunmen Vs Policemen,2023-11-27,2023-11-27,3,Imo,11,11
IBD028493,Armed Robbery,2023-11-26,2023-11-26,3,Enugu,11,11
IBD029090,Ritual Killing,2023-11-26,2023-11-26,1,Ogun,11,11
IBD028504,Boy In Canal,2023-11-26,2023-11-26,1,Lagos,11,11
IBD028509,Boko Haram Attack,2023-11-26,2023-11-26,11,Borno,11,11
IBD028498,Herders Vs Farmers,2023-11-25,2023-11-27,1,Kebbi,11,11
IBD028495,Soldier Drowns,2023-11-25,2023-11-25,1,Rivers,11,11
IBD028497,Auto Crash,2023-11-25,2023-11-25,1,Kebbi,11,11
IBD028508,Security Operatives Vs Bandits,2023-11-25,2023-11-25,3,Katsina,11,11
IBD028488,Auto Crash,2023-11-25,2023-11-25,1,Lagos,11,11
IBD028490,Building Collapse,2023-11-25,2023-11-25,1,Abuja,11,11
IBD028485,Bandits Kill 1,2023-11-25,2023-11-25,1,Zamfara,11,11
IBD028491,Gunmen Kill Traditional Ruler,2023-11-25,2023-11-25,1,Imo,11,11
IBD028489,Bandits Kill 2,2023-11-24,2023-11-24,3,Taraba,11,11
IBD028492,Cultist Dies,2023-11-24,2023-11-24,1,Ogun,11,11
IBD028484,Naf Vs Terrorists,2023-11-24,2023-11-24,60,Borno,11,11
IBD028481,Banditry,2023-11-24,2023-11-24,10,Taraba,11,11
IBD028486,Banditry,2023-11-24,2023-11-24,2,Zamfara,11,11
IBD028483,Soldiers Vs Boko Haram,2023-11-24,2023-11-24,100,Borno,11,11
IBD028487,Auto Crash,2023-11-24,2023-11-24,8,Kwara,11,11
IBD028480,Farmer Vs Herder,2023-11-23,2023-11-23,1,Osun,11,11
IBD028476,Auto Crash,2023-11-23,2023-11-23,4,Edo,11,11
IBD028482,Gunmen Vs Ward Chairman,2023-11-23,2023-11-23,1,Imo,11,11
IBD028477,Army Vs Bandits,2023-11-22,2023-11-22,4,Zamfara,11,11
IBD028565,Man Kills Another,2023-11-22,2023-11-22,1,Oyo,11,11
IBD028555,Youths Clash,2023-11-22,2023-11-22,2,Anambra,11,11
IBD028467,Sorcery,2023-11-22,2023-11-22,1,Ogun,11,11
IBD028472,Auto Crash,2023-11-22,2023-11-22,1,Lagos,11,11
IBD028479,Cultist Attack,2023-11-22,2023-11-22,1,Rivers,11,11
IBD028475,Gunmen Kill 4,2023-11-22,2023-11-22,4,Plateau,11,11
IBD028443,Security Operatives Vs Kidnappers,2023-11-22,2023-11-22,1,Plateau,11,11
IBD028478,Gunmen Attack,2023-11-22,2023-11-22,1,Abuja,11,11
IBD028469,Deafman Vs Farmer,2023-11-21,2023-11-21,1,Ekiti,11,11
IBD028466,Army Vs Police,2023-11-21,2023-11-21,1,Adamawa,11,11
IBD028471,Auto Crash,2023-11-21,2023-11-21,20,Niger,11,11
IBD028810,One Found Dead,2023-11-21,2023-11-21,1,Rivers,11,11
IBD028474,Gunmen Vs Locals,2023-11-20,2023-11-20,4,Plateau,11,11
IBD028465,Army Vs Bandits,2023-11-20,2023-11-20,1,Kaduna,11,11
IBD028462,Landlord,2023-11-20,2023-11-22,1,Rivers,11,11
IBD028464,Army Vs Bandits,2023-11-20,2023-11-20,5,Kaduna,11,11
IBD028463,Banditry,2023-11-19,2023-11-19,1,Zamfara,11,11
IBD028630,Carpenter Vs Woman,2023-11-19,2023-11-19,1,Lagos,11,11
IBD028609,Ritual Killing,2023-11-19,2023-11-19,6,Ogun,11,11
IBD028441,Cult Killing,2023-11-18,2023-11-18,2,Kwara,11,11
IBD028451,Boko Haram Attack,2023-11-18,2023-11-18,1,Borno,11,11
IBD028445,Boko Haram Vs Iswap,2023-11-18,2023-11-18,60,Borno,11,11
IBD028468,Gunmen Vs Vigilantes,2023-11-18,2023-11-18,2,Abuja,11,11
IBD028452,Boko Haram Attack,2023-11-18,2023-11-18,3,Borno,11,11
IBD028454,Kidnappers Kill 1,2023-11-18,2023-11-18,1,Abuja,11,11
IBD028473,Vigilante Chairman,2023-11-18,2023-11-18,1,Delta,11,11
IBD028455,Army Vs Iswap,2023-11-18,2023-11-18,20,Borno,11,11
IBD028442,Auto Crash,2023-11-18,2023-11-18,7,Kogi,11,11
IBD028470,Cult Clash,2023-11-18,2023-11-18,1,Lagos,11,11
IBD028437,Master Vs Apprentice,2023-11-17,2023-11-17,1,Delta,11,11
IBD028453,Bandits Vs Pastor,2023-11-17,2023-11-17,1,Kaduna,11,11
IBD028438,Gunmen Vs Policemen,2023-11-17,2023-11-17,5,Ebonyi,11,11
IBD028459,Cult Killing Nasaraawa,2023-11-17,2023-11-17,1,Unknown,11,11
IBD028613,Birth Complications,2023-11-17,2023-11-17,1,Ogun,11,11
IBD028449,Soldiers Vs Boko Haram,2023-11-16,2023-11-16,24,Kaduna,11,11
IBD028433,Shiites Protest,2023-11-16,2023-11-16,1,Kaduna,11,11
IBD028431,Building Collapse,2023-11-16,2023-11-16,1,Lagos,11,11
IBD028440,Boat Mishap,2023-11-16,2023-11-16,10,Niger,11,11
IBD028444,Domestic Violence,2023-11-16,2023-11-16,1,Gombe,11,11
IBD028439,Army Vs Bandits,2023-11-16,2023-11-16,6,Kaduna,11,11
IBD028424,Domestic Violence,2023-11-15,2023-11-15,1,Kaduna,11,11
IBD029137,Kidnappers Vs Aide,2023-11-15,2023-11-15,1,Abuja,11,11
IBD028559,Pregnant Woman,2023-11-15,2023-11-15,1,Rivers,11,11
IBD029093,Gunmen Vs Vigilantes,2023-11-15,2023-11-15,2,Ebonyi,11,11
IBD031648,Assailants Vs Woman,2023-11-15,2023-11-15,1,Kano,11,11
IBD028447,Banditry,2023-11-15,2023-11-15,6,Sokoto,11,11
IBD028430,Hoodlums Kill Woman,2023-11-15,2023-11-15,1,Ondo,11,11
IBD028428,Fire Incidents,2023-11-15,2023-11-15,2,Borno,11,11
IBD028418,Auto Crash,2023-11-14,2023-11-14,6,Ogun,11,11
IBD028414,Auto Crash,2023-11-14,2023-11-14,7,Abia,11,11
IBD028432,Kidnappers Kill Pastor,2023-11-14,2023-11-14,1,Kogi,11,11
IBD028382,Army Vs Terrorists,2023-11-14,2023-11-14,1,Kaduna,11,11
IBD028450,Auto Crash,2023-11-13,2023-11-13,1,Edo,11,11
IBD028396,Domestic Violence,2023-11-13,2023-11-13,1,Benue,11,11
IBD028403,Boat Mishap,2023-11-13,2023-11-13,20,Taraba,11,11
IBD028422,Army Vs Bandits,2023-11-13,2023-11-13,2,Kaduna,11,11
IBD028420,Cult Clash,2023-11-13,2023-11-13,1,Delta,11,11
IBD028409,Gunmen Kill 2,2023-11-13,2023-11-13,2,Oyo,11,11
IBD028408,Auto Crash,2023-11-13,2023-11-13,2,Lagos,11,11
IBD028416,Auto Crash,2023-11-13,2023-11-13,3,Cross River,11,11
IBD028395,Political Violence,2023-11-12,2023-11-12,1,Bayelsa,11,11
IBD028401,Gunmen Attack,2023-11-12,2023-11-12,2,Kwara,11,11
IBD028394,Cultists Kill 5,2023-11-12,2023-11-12,6,Rivers,11,11
IBD028411,Police Vs Bandits,2023-11-12,2023-11-12,28,Zamfara,11,11
IBD028405,Cult Killing,2023-11-12,2023-11-12,3,Ogun,11,11
IBD028392,Auto Crash,2023-11-12,2023-11-12,5,Ogun,11,11
IBD028458,Banditry,2023-11-12,2023-11-15,4,Sokoto,11,11
IBD028410,Robbers Vs Motorcyclist,2023-11-12,2023-11-12,1,Oyo,11,11
IBD028651,Auto Crash,2023-11-12,2023-11-12,3,Lagos,11,11
IBD028456,Banditry,2023-11-12,2023-11-15,4,Sokoto,11,11
IBD028400,Auto Crash,2023-11-12,2023-11-12,12,Kano,11,11
IBD028425,Corpse Found,2023-11-11,2023-11-11,1,Ondo,11,11
IBD028399,Female Peacemaker,2023-11-11,2023-11-11,1,Lagos,11,11
IBD028389,Political Violence,2023-11-11,2023-11-11,2,Kogi,11,11
IBD028421,Hoodlums Vs Politician,2023-11-11,2023-11-11,1,Lagos,11,11
IBD028500,Auto Crash,2023-11-11,2023-11-11,1,Ondo,11,11
IBD028404,Army Vs Bandits,2023-11-11,2023-11-11,2,Kaduna,11,11
IBD028407,Girl Dies Inside Well,2023-11-11,2023-11-11,1,Abuja,11,11
IBD028393,Police Vs Kidnapper,2023-11-11,2023-11-11,1,Katsina,11,11
IBD028390,Political Violence,2023-11-11,2023-11-11,1,Bayelsa,11,11
IBD028402,Political Violence,2023-11-11,2023-11-11,1,Anambra,11,11
IBD028406,Herders Kill 10,2023-11-11,2023-11-12,10,Benue,11,11
IBD028427,Auto Crash,2023-11-11,2023-11-11,2,Bauchi,11,11
IBD028426,Auto Crash,2023-11-11,2023-11-11,1,Bauchi,11,11
IBD028415,Political Violence,2023-11-11,2023-11-11,1,Kogi,11,11
IBD028380,Ritual Killing,2023-11-10,2023-11-10,1,Oyo,11,11
IBD028398,Assailants Vs Teenager,2023-11-10,2023-11-10,1,Abuja,11,11
IBD028423,Retired Permanent Secretory,2023-11-10,2023-11-10,1,Oyo,11,11
IBD028384,Auto Crash,2023-11-10,2023-11-10,1,Lagos,11,11
IBD028377,Auto Crash,2023-11-10,2023-11-10,2,Ogun,11,11
IBD028383,Cult Clash,2023-11-10,2023-11-10,2,Ogun,11,11
IBD028379,Herdsmen Attack,2023-11-10,2023-11-10,1,Enugu,11,11
IBD028413,Security Guard,2023-11-10,2023-11-10,1,Ogun,11,11
IBD028434,Gunmen Vs Motorcyclist,2023-11-10,2023-11-10,1,Lagos,11,11
IBD028387,Security Operatives Vs Kidnappers,2023-11-10,2023-11-10,3,Kebbi,11,11
IBD028429,Motorist Dies,2023-11-10,2023-11-10,1,Lagos,11,11
IBD028385,Auto Crash,2023-11-09,2023-11-09,1,Lagos,11,11
IBD028362,Boko Haram Iswap Mine Explosion,2023-11-09,2023-11-09,6,Borno,11,11
IBD028560,Oau Student,2023-11-08,2023-11-08,1,Ogun,11,11
IBD028368,Banditry,2023-11-08,2023-11-08,5,Sokoto,11,11
IBD028370,Student Vs Teacher,2023-11-08,2023-11-08,1,Taraba,11,11
IBD028361,Vigilante Group Vs Fulani,2023-11-08,2023-11-08,4,Niger,11,11
IBD028373,Ritual Killing,2023-11-08,2023-11-08,2,Ondo,11,11
IBD028366,Scavenger,2023-11-08,2023-11-08,1,Rivers,11,11
IBD028397,Naf Vs Boko Haram,2023-11-08,2023-11-08,20,Borno,11,11
IBD028461,Man Vs Okada Rider,2023-11-08,2023-11-08,1,Benue,11,11
IBD028360,Banditry,2023-11-07,2023-11-07,2,Kaduna,11,11
IBD028363,Commercial Motorcyclist,2023-11-07,2023-11-07,1,Abuja,11,11
IBD028369,Man Drowns,2023-11-07,2023-11-07,1,Kwara,11,11
IBD028353,Electrocution,2023-11-07,2023-11-07,1,Ogun,11,11
IBD028367,Corpse Found,2023-11-07,2023-11-07,1,Rivers,11,11
IBD028378,Motorcycle Thief Lynched,2023-11-07,2023-11-07,1,Benue,11,11
IBD028357,Political Violence,2023-11-07,2023-11-07,10,Kogi,11,11
IBD028571,Man Killed,2023-11-07,2023-11-07,1,Lagos,11,11
IBD028419,Man Vs Police,2023-11-07,2023-11-07,1,Plateau,11,11
IBD028349,Cult Clash,2023-11-07,2023-11-07,2,Lagos,11,11
IBD028460,Banditry,2023-11-07,2023-11-09,36,Abuja,11,11
IBD028787,Security Operatives Vs Woman,2023-11-07,2023-11-07,1,Nasarawa,11,11
IBD028351,Landlord Election,2023-11-07,2023-11-07,2,Anambra,11,11
IBD028381,Detainee Vs Police Officer,2023-11-06,2023-11-06,1,Lagos,11,11
IBD028339,Inferno At Embassy,2023-11-06,2023-11-06,3,Abuja,11,11
IBD028347,Gunmen Attack,2023-11-06,2023-11-06,10,Benue,11,11
IBD028365,Banditry,2023-11-06,2023-11-06,11,Sokoto,11,11
IBD028417,Assailants Vs Man,2023-11-06,2023-11-06,1,Plateau,11,11
IBD028346,Herdsmen Attack,2023-11-06,2023-11-06,5,Benue,11,11
IBD028348,Bullet Proof Charm,2023-11-06,2023-11-06,1,Bauchi,11,11
IBD028354,Boat Mishap,2023-11-06,2023-11-06,4,Nasarawa,11,11
IBD028356,Boy Drowns,2023-11-06,2023-11-06,1,Kwara,11,11
IBD028350,Bandits Kill 5,2023-11-06,2023-11-06,5,Katsina,11,11
IBD028359,Army Vs Terrorists,2023-11-06,2023-11-06,4,Plateau,11,11
IBD028332,Boko Haram Vs Businessman,2023-11-05,2023-11-05,1,Borno,11,11
IBD028341,Banditry,2023-11-05,2023-11-05,1,Niger,11,11
IBD028331,Banditry,2023-11-05,2023-11-05,2,Zamfara,11,11
IBD028244,Boko Haram Attack,2023-11-05,2023-11-05,12,Borno,11,11
IBD028343,Army Vs Bandits,2023-11-05,2023-11-05,1,Kaduna,11,11
IBD028333,Mob Kill Bike Thief,2023-11-05,2023-11-05,1,Niger,11,11
IBD028336,Banditry,2023-11-05,2023-11-05,20,Katsina,11,11
IBD028345,Troops Vs Bandits,2023-11-05,2023-11-05,3,Kaduna,11,11
IBD028342,Army Vs Bandits,2023-11-05,2023-11-05,2,Kaduna,11,11
IBD028364,Mob Kill Suspected Thief,2023-11-04,2023-11-04,1,Bauchi,11,11
IBD028330,Lightning Kills 3,2023-11-04,2023-11-04,3,Anambra,11,11
IBD028328,Soldiers Vs Bandits,2023-11-04,2023-11-04,40,Zamfara,11,11
IBD028358,Political Violence,2023-11-04,2023-11-04,1,Bayelsa,11,11
IBD028323,Piracy Offshore,2023-11-03,2023-11-03,4,Rivers,11,11
IBD028326,Gang War,2023-11-03,2023-11-03,21,Benue,11,11
IBD028371,Army Vs Bandits,2023-11-03,2023-11-03,2,Kaduna,11,11
IBD028412,Worshipper Dies During Revival,2023-11-03,2023-11-03,1,Ogun,11,11
IBD028320,Auto Crash,2023-11-03,2023-11-03,11,Kebbi,11,11
IBD028322,Soldiers Vs Boko Haram,2023-11-03,2023-11-03,80,Borno,11,11
IBD031259,Kidnappers Kill Man,2023-11-02,2023-11-02,1,Niger,11,11
IBD028315,Auto Crash,2023-11-02,2023-11-02,8,Abuja,11,11
IBD028321,Soldiers Vs Boko Haram,2023-11-02,2023-11-02,80,Yobe,11,11
IBD028318,Banditry,2023-11-02,2023-11-02,6,Sokoto,11,11
IBD028344,Woman Inside Canal,2023-11-02,2023-11-02,1,Ogun,11,11
IBD028334,Hoodlums Vs Man,2023-11-02,2023-11-02,2,Bauchi,11,11
IBD028374,Army Vs Bandits,2023-11-02,2023-11-02,1,Kaduna,11,11
IBD028733,Gunmen Kill 2,2023-11-02,2023-11-02,2,Plateau,11,11
IBD028569,Inferno,2023-11-01,2023-11-30,2,Kano,11,11
IBD028325,Police Vs Armed Robbers,2023-11-01,2023-11-01,1,Rivers,11,11
IBD028311,Terrorists Vs Travelers,2023-11-01,2023-11-01,15,Zamfara,11,11
IBD028319,Police Kill Kidnapper,2023-11-01,2023-11-01,1,Bauchi,11,11
IBD028314,Security Operatives Vs Kidnappers,2023-11-01,2023-11-01,2,Plateau,11,11
IBD028307,Mob Vs Thugs,2023-11-01,2023-11-01,2,Anambra,11,11
IBD028617,Assailants Vs Man,2023-11-01,2023-11-01,1,Enugu,11,11
IBD028324,Soldiers Vs Bandits,2023-11-01,2023-11-01,10,Zamfara,11,11
IBD028309,1 Killed,2023-11-01,2023-11-01,1,Imo,11,11
IBD028375,Army Vs Bandits,2023-11-01,2023-11-01,4,Kaduna,11,11
IBD028292,Building Collapse,2023-10-31,2023-10-31,1,Ekiti,10,10
IBD028295,Auto Crash,2023-10-31,2023-10-31,3,Lagos,10,10
IBD028306,Villagers Vs Bandits,2023-10-31,2023-10-31,1,Bauchi,10,10
IBD028296,Banditry,2023-10-31,2023-10-31,1,Kaduna,10,10
IBD028327,Soldiers Vs Bandits,2023-10-31,2023-11-01,10,Katsina,10,11
IBD028298,Sex Romp,2023-10-31,2023-10-31,1,Kwara,10,10
IBD028313,Mysterious Death,2023-10-31,2023-10-31,1,Lagos,10,10
IBD028310,Boko Haram Attack,2023-10-31,2023-10-31,22,Yobe,10,10
IBD028304,Auto Crash,2023-10-31,2023-10-31,12,Zamfara,10,10
IBD028297,Army Vs Terrorists,2023-10-30,2023-10-30,3,Zamfara,10,10
IBD028293,Boko Haram Vs Police,2023-10-30,2023-10-30,1,Borno,10,10
IBD028302,Soldiers Vs Bandit,2023-10-30,2023-10-30,1,Kaduna,10,10
IBD028300,Gunmen Vs Traditional Ruler,2023-10-30,2023-10-30,1,Taraba,10,10
IBD028317,Protester Killed,2023-10-30,2023-10-30,1,Rivers,10,10
IBD028335,Boko Haram Attack,2023-10-30,2023-10-31,39,Borno,10,10
IBD028299,Army Vs Bandits,2023-10-30,2023-10-30,3,Kebbi,10,10
IBD028303,Boko Haram Attack,2023-10-30,2023-10-30,25,Yobe,10,10
IBD028272,Assailants Vs Lecturer,2023-10-29,2023-10-29,1,Niger,10,10
IBD028286,Herdsmen Attack,2023-10-29,2023-10-29,3,Benue,10,10
IBD028290,Security Operatives Vs Gunmen,2023-10-29,2023-10-29,2,Anambra,10,10
IBD028278,Bandits Kill Teacher,2023-10-29,2023-10-29,3,Kaduna,10,10
IBD028281,Boko Haram Attack,2023-10-29,2023-10-29,1,Borno,10,10
IBD028285,Herdsmen Attack,2023-10-29,2023-10-29,4,Benue,10,10
IBD028289,Naf Vs Boko Haram Terrorists,2023-10-29,2023-10-29,22,Borno,10,10
IBD028271,Boat Mishap,2023-10-28,2023-10-28,95,Taraba,10,10
